Address	Function	Source Location	Binary Location	Occurrences	Recursion in Percent	Samples	Samples in Percent	Self Samples	Self in Percent
0x0000603c3345b7bf	__GI___ioctl	ioctl.c:36	libc.so.6	3	0	3	0	0	0
0x0000603c3345c3fc	__GI___select	select.c:69	libc.so.6	1	0	1	0	0	0
0x0000603c3345f434	syscall	syscall.S:30	libc.so.6	1	0	1	0	1	0
0x0000603c3345f44d	syscall	syscall.S:38	libc.so.6	5	0	5	0	0	0
0x0000603c3345f64b	__munmap	syscall-template.S:117	libc.so.6	1	0	1	0	0	0
0x0000603c334671df	__clone3	clone3.S:81	libc.so.6	127	0	127	2.299999952316284	0	0
0x0000603c33467c51	__GI___prctl	prctl.c:38	libc.so.6	1	0	1	0	0	0
0x0000603c33469274	__libc_recvmsg	recvmsg.c:41	libc.so.6	1	0	1	0	0	0
0x0000603c33469274	__libc_recvmsg::__recvmsg_syscall	recvmsg.c:24	libc.so.6	1	0	1	0	0	0
0x0000603c334692c7	__libc_recvmsg::__recvmsg_syscall	recvmsg.c:27	libc.so.6	1	0	1	0	0	0
0x0000603c33475a0b	___snprintf_chk	snprintf_chk.c:38	libc.so.6	1	0	1	0	0	0
0x0000603c334ab458	_dl_addr	dl-addr.c:131	libc.so.6	1	0	1	0	0	0
0x0000603c334ab458	_dl_addr::determine_info	dl-addr.c:26	libc.so.6	1	0	1	0	0	0
0x0000603c334ab5ac	_dl_addr::determine_info	dl-addr.c:49	libc.so.6	1	0	1	0	1	0
0x0000603c334aecb6	__memcmp_avx2_movbe	memcmp-avx2-movbe.S:86	libc.so.6	1	0	1	0	1	0
0x0000603c334aef9d	__memcmp_avx2_movbe	memcmp-avx2-movbe.S:416	libc.so.6	1	0	1	0	1	0
0x0000603c334af466	__memmove_avx_unaligned_erms	memmove-vec-unaligned-erms.S:343	libc.so.6	1	0	1	0	1	0
0x0000603c334afe1a	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S:167	libc.so.6	1	0	1	0	1	0
0x0000603c334afe89	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S:301	libc.so.6	1	0	1	0	1	0
0x0000603c334afeca	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S:328	libc.so.6	23	0	23	0.4000000059604645	23	0.4000000059604645
0x0000603c334afecc	__memset_avx2_unaligned_erms	memset-vec-unaligned-erms.S:329	libc.so.6	1	0	1	0	1	0
0x0000603c338da444	glBitmap		libOpenGL.so.0.0.0	1	0	1	0	1	0
0x0000603c338de824	glOrtho		libOpenGL.so.0.0.0	1	0	1	0	1	0
0x0000603c338f2be1				4	0	4	0	0	0
0x0000603c338f2e14	glXChooseFBConfig		libGLX.so.0.0.0	1	0	1	0	0	0
0x0000603c338f3fe8				1	0	1	0	0	0
0x0000603c338f47ad				4	0	4	0	0	0
0x0000603c338f62d9	glXSwapBuffers		libGLX.so.0.0.0	1	0	1	0	0	0
0x0000603c338f62e9	glXSwapBuffers		libGLX.so.0.0.0	1	0	1	0	0	0
0x0000603c338f6927	glXCreateNewContext		libGLX.so.0.0.0	4	0	4	0	0	0
0x0000603c338f9388				1	0	1	0	1	0
0x0000603c338f9ffe				1	0	1	0	0	0
0x0000603c339e822b	glutSwapBuffers		libglut.so.3.12.0	10	0	10	0.10000000149011612	0	0
0x0000603c339ee7d3	glutInit		libglut.so.3.12.0	5	0	5	0	0	0
0x0000603c339efb20	fghRedrawWindow		libglut.so.3.12.0	201	0	201	3.5999999046325684	0	0
0x0000603c339f0199				201	0	201	3.5999999046325684	0	0
0x0000603c339f01d2	glutMainLoopEvent		libglut.so.3.12.0	4963	0	4963	90.80000305175781	0	0
0x0000603c339f0274	glutMainLoopEvent		libglut.so.3.12.0	201	0	201	3.5999999046325684	0	0
0x0000603c339f0314	glutMainLoop		libglut.so.3.12.0	5164	0	5164	94.5	0	0
0x0000603c339f0433	glutMainLoop		libglut.so.3.12.0	2	0	2	0	0	0
0x0000603c339f1430	fgEnumWindows		libglut.so.3.12.0	201	0	201	3.5999999046325684	0	0
0x0000603c339f1964	fgCreateWindow		libglut.so.3.12.0	8	0	8	0.10000000149011612	0	0
0x0000603c339f1a1e	fgCreateMenu		libglut.so.3.12.0	8	0	8	0.10000000149011612	0	0
0x0000603c339f1a3e	fgCreateMenu		libglut.so.3.12.0	1	0	1	0	0	0
0x0000603c339f345c	fgSetWindow		libglut.so.3.12.0	1	0	1	0	0	0
0x0000603c339f3499	fgOpenWindow		libglut.so.3.12.0	8	0	8	0.10000000149011612	0	0
0x0000603c339f4210	glutBitmapCharacter		libglut.so.3.12.0	1	0	1	0	1	0
0x0000603c339f427d	glutBitmapCharacter		libglut.so.3.12.0	1	0	1	0	0	0
0x0000603c339f42d3	glutBitmapCharacter		libglut.so.3.12.0	1	0	1	0	1	0
0x0000603c339f42e2	glutBitmapCharacter		libglut.so.3.12.0	188	0	188	3.4000000953674316	0	0
0x0000603c339f42e4	glutBitmapCharacter		libglut.so.3.12.0	1	0	1	0	1	0
0x0000603c339f5da0	glutCreateMenuUcall		libglut.so.3.12.0	9	0	9	0.10000000149011612	0	0
0x0000603c339f796f	fgPlatformInitialize		libglut.so.3.12.0	5	0	5	0	0	0
0x0000603c339f82f4	fgPlatformSleepForEvents		libglut.so.3.12.0	1	0	1	0	0	0
0x0000603c339f837a	fgPlatformSleepForEvents		libglut.so.3.12.0	1	0	1	0	0	0
0x0000603c339f8467	fgPlatformProcessSingleEvent		libglut.so.3.12.0	1	0	1	0	0	0
0x0000603c339f8cb3	fgPlatformProcessSingleEvent		libglut.so.3.12.0	4962	0	4962	90.80000305175781	0	0
0x0000603c339f9adc	fgPlatformOpenWindow		libglut.so.3.12.0	1	0	1	0	0	0
0x0000603c339f9c94	fgPlatformOpenWindow		libglut.so.3.12.0	4	0	4	0	0	0
0x0000603c339f9db7	fgPlatformOpenWindow		libglut.so.3.12.0	3	0	3	0	0	0
0x0000603c339fb9b3	fghChooseConfig		libglut.so.3.12.0	1	0	1	0	0	0
0x0000603c339fbd33	fghCreateNewContext		libglut.so.3.12.0	4	0	4	0	0	0
0x0000603c33a1d09f	<.data+5409f>		libglut.so.3.12.0	3	0	3	0	0	0
0x0000603c33aab970				2	0	2	0	2	0
0x0000603c33aae4e0	__GI__dl_catch_exception	dl-catch.c:237	ld-linux-x86-64.so.2	13	61.599998474121094	5	0	0	0
0x0000603c33aae612	_dl_catch_error	dl-catch.c:256	ld-linux-x86-64.so.2	4	0	4	0	0	0
0x0000603c33aaf754	openaux	dl-deps.c:64	ld-linux-x86-64.so.2	1	0	1	0	0	0
0x0000603c33aafbc8	_dl_map_object_deps	dl-deps.c:232	ld-linux-x86-64.so.2	1	0	1	0	0	0
0x0000603c33ab4bfa	_dl_map_object_from_fd	dl-load.c:1390	ld-linux-x86-64.so.2	1	0	1	0	0	0
0x0000603c33ab586b	_dl_map_object	dl-load.c:2253	ld-linux-x86-64.so.2	1	0	1	0	0	0
0x0000603c33ab65b3	do_lookup_x	dl-lookup.c:400	ld-linux-x86-64.so.2	2	0	2	0	2	0
0x0000603c33ab6811	do_lookup_x	dl-lookup.c:408	ld-linux-x86-64.so.2	1	0	1	0	1	0
0x0000603c33ab6870	do_lookup_x	dl-lookup.c:413	ld-linux-x86-64.so.2	1	0	1	0	1	0
0x0000603c33ab7320	_dl_lookup_symbol_x	dl-lookup.c:776	ld-linux-x86-64.so.2	4	0	4	0	0	0
0x0000603c33ab8b29	dl_open_worker	dl-open.c:782	ld-linux-x86-64.so.2	4	0	4	0	0	0
0x0000603c33ab8f18	_dl_open	dl-open.c:884	ld-linux-x86-64.so.2	4	0	4	0	0	0
0x0000603c33ab9599	dl_open_worker_begin	dl-open.c:702	ld-linux-x86-64.so.2	4	0	4	0	0	0
0x0000603c33abb886	_dl_relocate_object	dl-reloc.c:301	ld-linux-x86-64.so.2	4	0	4	0	0	0
0x0000603c33abbd2f	_dl_relocate_object::elf_dynamic_do_Rela	do-rel.h:147	ld-linux-x86-64.so.2	4	0	4	0	0	0
0x0000603c33abbd4c	_dl_relocate_object::elf_dynamic_do_Rela::elf_machine_rela	dl-machine.h:271	ld-linux-x86-64.so.2	4	0	4	0	0	0
0x0000603c33abbd4c	_dl_relocate_object::elf_dynamic_do_Rela::elf_machine_rela::resolve_map	dl-reloc.c:167	ld-linux-x86-64.so.2	4	0	4	0	0	0
0x0000603c33abbe0f	_dl_relocate_object::elf_dynamic_do_Rela::elf_machine_rela::resolve_map	dl-reloc.c:190	ld-linux-x86-64.so.2	4	0	4	0	0	0
0x0000603c33ac7f62	_dl_sysdep_start	dl-sysdep.c:140	ld-linux-x86-64.so.2	1	0	1	0	0	0
0x0000603c33ac8553	_start		ld-linux-x86-64.so.2	1	0	1	0	1	0
0x0000603c33acb48a	dl_main	rtld.c:1972	ld-linux-x86-64.so.2	1	0	1	0	0	0
0x0000603c33ace5db	__GI___close_nocancel	close_nocancel.c:26	ld-linux-x86-64.so.2	1	0	1	0	0	0
0x00007278f0079867				1	0	1	0	0	0
0xffffc5bbe8ef894b				1	0	1	0	0	0
0xffffffffb88a9206				2	0	2	0	0	0
0xffffffffb88b0d7f				1	0	1	0	1	0
0xffffffffb88e4dec				1	0	1	0	0	0
0xffffffffb88ff1fb				1	0	1	0	1	0
0xffffffffb88ff247				1	0	1	0	0	0
0xffffffffb88ff3d6				1	0	1	0	0	0
0xffffffffb88ff3e6				2	0	2	0	0	0
0xffffffffb8906fcb				1	0	1	0	1	0
0xffffffffb892142b				1	0	1	0	1	0
0xffffffffb8946452				1	0	1	0	1	0
0xffffffffb895e563				1	0	1	0	1	0
0xffffffffb895e8ae				4	0	4	0	0	0
0xffffffffb895eba9				1	0	1	0	0	0
0xffffffffb895ebb6				1	0	1	0	0	0
0xffffffffb895ed0b				2	0	2	0	0	0
0xffffffffb895edb3				1	0	1	0	0	0
0xffffffffb895ee4e				2	0	2	0	0	0
0xffffffffb895ee68				2	0	2	0	0	0
0xffffffffb895f547				3	0	3	0	0	0
0xffffffffb8961768				3	0	3	0	0	0
0xffffffffb8961786				5	0	5	0	0	0
0xffffffffb8961fb5				1	0	1	0	1	0
0xffffffffb8961fb7				1	0	1	0	1	0
0xffffffffb8961fcc				1	0	1	0	1	0
0xffffffffb8962002				1	0	1	0	1	0
0xffffffffb89620c4				8	0	8	0.10000000149011612	0	0
0xffffffffb89620ef				1	0	1	0	1	0
0xffffffffb8a22a10				1	0	1	0	1	0
0xffffffffb8a24a8a				1	0	1	0	1	0
0xffffffffb8a24abb				1	0	1	0	1	0
0xffffffffb8a24e62				1	0	1	0	0	0
0xffffffffb8a24efe				1	0	1	0	0	0
0xffffffffb8a2c597				1	0	1	0	1	0
0xffffffffb8a2ca7b				1	0	1	0	0	0
0xffffffffb8a336a2				1	0	1	0	0	0
0xffffffffb8a33747				1	0	1	0	0	0
0xffffffffb8a480a7				1	0	1	0	0	0
0xffffffffb8a4a1c9				1	0	1	0	0	0
0xffffffffb8a86ef6				1	0	1	0	0	0
0xffffffffb8a86f2d				1	0	1	0	0	0
0xffffffffb8aa18cb				1	0	1	0	0	0
0xffffffffb8aa18ee				2	0	2	0	0	0
0xffffffffb8aa4905				1	0	1	0	1	0
0xffffffffb8aacc52				1	0	1	0	1	0
0xffffffffb8aedd75				1	0	1	0	1	0
0xffffffffb8bc1c1b				2	0	2	0	0	0
0xffffffffb8bc569b				1	0	1	0	0	0
0xffffffffb8bc70d3				1	0	1	0	1	0
0xffffffffb8bc70ee				1	0	1	0	1	0
0xffffffffb8bc8e06				2	0	2	0	0	0
0xffffffffb8bd23bb				1	0	1	0	0	0
0xffffffffb8bd23de				1	0	1	0	1	0
0xffffffffb8c979f1				1	0	1	0	1	0
0xffffffffb8ca273f				1	0	1	0	1	0
0xffffffffb8ceb352				1	0	1	0	1	0
0xffffffffb8fabe50				2	0	2	0	2	0
0xffffffffb8fabe51				1	0	1	0	1	0
0xffffffffb8fabe5f				2	0	2	0	0	0
0xffffffffb8fabe73				1	0	1	0	1	0
0xffffffffb8fabe76				1	0	1	0	1	0
0xffffffffb8fabe83				23	0	23	0.4000000059604645	0	0
0xffffffffb8faca44				2	0	2	0	0	0
0xffffffffb8faf2fb				2	0	2	0	0	0
0xffffffffb8faf8ed				1	0	1	0	1	0
0xffffffffb8faf8f0				1	0	1	0	1	0
0xffffffffb8faf942				1	0	1	0	0	0
0xffffffffb8fafb0d				1	0	1	0	1	0
0xffffffffb8fafc0d				1	0	1	0	1	0
0xffffffffb8fafc27				1	0	1	0	1	0
0xffffffffb8fafc76				2	0	2	0	2	0
0xffffffffb8fb9ea5				1	0	1	0	1	0
0xffffffffb8fba1a9				1	0	1	0	0	0
0xffffffffb8fba6e9				2	0	2	0	0	0
0xffffffffb8fbc85e				1	0	1	0	0	0
0xffffffffb9000005				1	0	1	0	1	0
0xffffffffb9000043				5	0	5	0	5	0
0xffffffffb900004c				2	0	2	0	2	0
0xffffffffb90000bd				2	0	2	0	1	0
0xffffffffb90000c2				31	0	31	0.5	0	0
0xffffffffb90000d2				1	0	1	0	1	0
0xffffffffb9000179				1	0	1	0	1	0
0xffffffffb900018a				2	0	2	0	0	0
0xffffffffb9000218				1	0	1	0	1	0
0xffffffffb9000b40				4	0	4	0	4	0
0xffffffffb9000b43				2	0	2	0	2	0
0xffffffffb9000b5e				2	0	2	0	0	0
0xffffffffb900119b				2	0	2	0	1	0
0xffffffffb90011a5				2	0	2	0	0	0
0xffffffffb9104104				1	0	1	0	1	0
0xffffffffb9202345				1	0	1	0	0	0

